品牌,车名,图片链接,月销量,价格,生产商,排名,车型,能源类型,发售日期,保修年限
SRM鑫源,海狮 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/0a74400a76f63118d3640c7b6367eeb0~tplv-resize:640:0.png,662,"[14.48, 14.68]",鑫源汽车新能源,332,微面,纯电动,2021.03,3年或6万公里
大众,ID.7 VIZZION,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/3a499c1503f94e379f3ae8e665cf41ed~tplv-resize:640:0.png,660,"[19.78, 23.28]",一汽-大众,333,中型车,纯电动,2023.12,3年或10万公里
smart,smart精灵#3,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ce918680652d4e4db03cb38be9e2e23d~tplv-resize:640:0.png,659,"[16.49, 28.99]",smart,334,紧凑型SUV,纯电动,2024.04,4年或15万公里
奔腾,奔腾T90,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0f4e570b09094ad188f309de0dd5ae96~tplv-resize:640:0.png,651,"[9, 13.7]",一汽奔腾,335,紧凑型SUV,汽油,2023.06,3年或10万公里
北京汽车,魔方,https://p3-dcd.byteimg.com/img/motor-mis-img/6484b5e44861629ef049ac3c1ce3635b~tplv-resize:640:0.png,648,"[7.99, 11.19]",北京汽车,336,紧凑型SUV,汽油,2024.03,5年或10万公里
沃尔沃,沃尔沃XC40,https://p3-dcd.byteimg.com/img/motor-mis-img/6a1caf1b4b697cab56088b3ebb92180c~tplv-resize:640:0.png,648,"[21.4, 29.3]",沃尔沃亚太,337,紧凑型SUV,48V轻混系统,2023.07,3年不限公里
东风风行,风行S50 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/7dc51c86c5c6d2541cadc95dcf4aa5d0~tplv-resize:640:0.png,644,"[15.09, 16.99]",东风风行,338,紧凑型车,纯电动,2023.08,8年或16万公里
捷豹,捷豹XFL,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ff4471d5fe15485abe12491dc23c2c78~tplv-resize:640:0.png,644,"[39.98, 49.78]",奇瑞捷豹路虎,339,中大型车,汽油,2024.02,3年或10万公里
标致,标致408X,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/4211faff193940beab4af0d54f89ec2d~tplv-resize:640:0.png,640,"[14.07, 17.47]",东风标致,340,中型车,汽油,2023.04,5年或15万公里
凯迪拉克,凯迪拉克CT6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1effd18860ed46a9873ed3b7e2552f7b~tplv-resize:640:0.png,626,"[30.47, 41.47]",上汽通用凯迪拉克,341,中大型车,汽油,2023.05,3年不限公里
本田,ZR-V 致在,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/d59738a62f53451bbcf05a4bc6bd907c~tplv-resize:640:0.png,625,"[11.99, 18.89]",广汽本田,342,紧凑型SUV,汽油,2023.02,3年或10万公里
魏牌,高山,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e103bde0f6544d958a6284658161c38f~tplv-resize:640:0.png,625,"[33.58, 40.58]",长城汽车,343,中大型MPV,插电式混合动力,2023.1,6年或15万公里
东风风光,风光ix5,https://p9-dcd.byteimg.com/img/motor-mis-img/9519498106439cdc90e3620b34127cfb~tplv-resize:640:0.png,624,"[9.98, 16.59]",东风小康,344,中型SUV,汽油,2022.05,7年或15万公里
起亚,赛图斯,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/7fe56786e2be481da4a141a6d9364052~tplv-resize:640:0.png,611,"[8.49, 12.49]",起亚,345,紧凑型SUV,汽油,2023.04,3年或10万公里
星途,星途揽月,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/c271cffb3ca74bedaa33e218863439d4~tplv-resize:640:0.png,602,"[17.59, 22.59]",星途,346,中大型SUV,汽油,2023.11,3年或10万公里
凌宝汽车,凌宝BOX,https://p3-dcd.byteimg.com/img/motor-mis-img/9d72dc64d09e5287ae96d903ebcc638d~tplv-resize:640:0.png,589,"[3.98, 6.88]",吉麦新能源,347,微型车,纯电动,2024.01,3年或6万公里
奥迪,奥迪Q5L Sportback,https://p3-dcd.byteimg.com/img/motor-mis-img/2cc4f8515f1b80e13dab5fa1e84196f9~tplv-resize:640:0.png,587,"[31.46, 36.35]",一汽-大众奥迪,348,中型SUV,汽油,2023.1,3年或10万公里
奇瑞新能源,艾瑞泽e,https://p3-dcd.byteimg.com/img/motor-mis-img/801fac00fa4a0818fc25e1fc20372dda~tplv-resize:640:0.png,584,"[15.28, 15.78]",奇瑞新能源,349,紧凑型车,纯电动,2023.08,1年或10万公里
荣威,荣威Ei5,https://p3-dcd.byteimg.com/img/motor-mis-img/f44c223bbfe4ddf0d92ef89139ae89bd~tplv-resize:640:0.png,577,"[15.28, 16.68]",上汽集团,350,紧凑型车,纯电动,2021.03,3年或10万公里
小鹏汽车,小鹏P5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6b1268066a194ee5824e3e64310dd7e1~tplv-resize:640:0.png,575,"[14.19, 15.99]",小鹏汽车,351,紧凑型车,纯电动,2023.09,4年或10万公里
东风风光,风光580,https://p3-dcd.byteimg.com/img/motor-mis-img/81ce7abfa259e4a8e2764f1000f284d5~tplv-resize:640:0.png,564,"[7.99, 12.99]",东风小康,352,中型SUV,汽油,2021.11,7年或15万公里
极石汽车,极石01,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/e61b5702879c422bb768326b2b69a896~tplv-resize:640:0.png,563,"[34.99, 35.99]",北京汽车制造厂,353,中大型SUV,增程式,2023.08,5年或10万公里
捷豹,捷豹XEL,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/738f5783073047c080a6da837c236b97~tplv-resize:640:0.png,556,"[29.98, 34.18]",奇瑞捷豹路虎,354,中型车,汽油,2023.1,3年或10万公里
凯翼,凯翼拾月,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/d654726800a34ad197462e1a65864112~tplv-resize:640:0.png,543,"[5.39, 9.98]",凯翼汽车,355,微型车,纯电动,2023.11,3年或12万公里
起亚,起亚EV5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8c0e92457a3c418d96d170d35af6afd6~tplv-resize:640:0.png,533,"[14.98, 22.58]",起亚,356,紧凑型SUV,纯电动,2024.02,5年或10万公里
本田,雅阁 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/22cc55c748b24c929e94f9ab5fe5b4f2~tplv-resize:640:0.png,527,"[20.08, 23.38]",广汽本田,357,中型车,插电式混合动力,2024.01,3年或10万公里
大众,帕萨特PHEV,https://p3-dcd.byteimg.com/img/motor-mis-img/1304ba480eb5fec1b5059baef1a8762d~tplv-resize:640:0.png,520,"[18.82, 19.71]",上汽大众,358,中型车,插电式混合动力,2022.09,3年或10万公里
哈弗,哈弗枭龙MAX,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/94de8037fafe42d78886694b51b82c12~tplv-resize:640:0.png,516,"[13.68, 15.68]",长城汽车,359,中型SUV,插电式混合动力,2023.05,6年或15万公里
创维汽车,创维EV6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/2aee6b1ce476409b809d1833fc185283~tplv-resize:640:0.png,513,"[13.98, 32.98]",创维汽车,360,中型SUV,纯电动,2024.04,5年或15万公里
极越,极越01,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6aeec3e3226c44e793dc6c8b3231143d~tplv-resize:640:0.png,511,"[21.99, 30.99]",极越,361,中大型SUV,纯电动,2023.1,4年或10万公里
东风风光,风光S560,https://p9-dcd.byteimg.com/img/motor-mis-img/ff3d4636305ad260c3cb9258efcca985~tplv-resize:640:0.png,483,"[6.79, 7.89]",东风小康,371,紧凑型SUV,汽油,2021.04,7年或15万公里
思铭,东风本田M-NV,https://p3-dcd.byteimg.com/img/motor-mis-img/b20ad2749ca184a995d7d9b88d20b147~tplv-resize:640:0.png,476,"[12.98, 13.98]",东风本田,372,小型SUV,纯电动,2023.06,3年或12万公里
福特,领裕,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/af5d7d24a04348fa954883a25310b018~tplv-resize:640:0.png,475,"[13.88, 18.68]",江铃福特,373,中大型SUV,汽油,2023.02,3年或10万公里
大运,远志M1,https://p3-dcd.byteimg.com/img/motor-mis-img/1391df865bb70731fc6a7ad8cce7f124~tplv-resize:640:0.png,459,"[17.88, 28.88]",大运汽车,374,中型MPV,纯电动,2024.03,3年或12万公里
大众,探岳X,https://p3-dcd.byteimg.com/img/motor-mis-img/2354614b33fc510dcae00876a4a23d77~tplv-resize:640:0.png,455,"[18.39, 21.39]",一汽-大众,375,中型SUV,汽油,2023.03,3年或10万公里
五菱汽车,凯捷Victory,https://p9-dcd.byteimg.com/img/motor-mis-img/5fff844965c8fbb2cb26be058db9e276~tplv-resize:640:0.png,449,"[8.57, 14.97]",上汽通用五菱,376,紧凑型MPV,汽油,2023.11,3年或10万公里
领克,领克06 EM-P,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0b14beda740d47ea8db4e20cec55f377~tplv-resize:640:0.png,445,"[12.68, 14.68]",领克,377,小型SUV,插电式混合动力,2023.11,5年或10万公里
五菱汽车,五菱征程,https://p9-dcd.byteimg.com/img/motor-mis-img/14a5f4d31b2390bbe29d1e2ed5c86725~tplv-resize:640:0.png,443,"[6.97, 9.07]",上汽通用五菱,378,中大型MPV,汽油,2022.09,3年或6万公里
东风风行,风行雷霆,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/208be4380d144330a1968e5c32356d41~tplv-resize:640:0.png,439,"[9.98, 22.99]",东风风行,379,紧凑型SUV,纯电动,2024.04,8年或16万公里
本田,本田CR-V PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/0047a45a573a45fcbfe7e58c31d36acd~tplv-resize:640:0.png,434,"[20.39, 24.79]",东风本田,380,紧凑型SUV,插电式混合动力,2023.03,3年或10万公里
江淮瑞风,瑞风E3,https://p3-dcd.byteimg.com/img/motor-mis-img/9b9b2bcb01b623c18ed53331a08ff11b~tplv-resize:640:0.png,430,"[17.48, 20.88]",江汽集团,381,紧凑型MPV,纯电动,2024.02,3年或10万公里
江铃集团新能源,小麒麟,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d13f128f45534d52b3ea09b9214b96b2~tplv-resize:640:0.png,422,"[4.99, 5.89]",江铃集团新能源,382,微型车,纯电动,2023.08,3年或6万公里
丰田,凌尚,https://p3-dcd.byteimg.com/img/motor-mis-img/66e6bc900e196b8ffdb72e07bfe2b18e~tplv-resize:640:0.png,420,"[10.28, 13.28]",广汽丰田,383,紧凑型车,汽油,2023.03,3年或10万公里
奔驰,奔驰EQE,https://p3-dcd.byteimg.com/img/motor-mis-img/4ea57237b66d26a84ae6dcc9adc0af6f~tplv-resize:640:0.png,411,"[30.1, 35.73]",北京奔驰,384,中大型车,纯电动,2022.08,3年不限公里
丰田,广汽丰田铂智4X,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/07e52f01f31940cbbc530d237e7fc671~tplv-resize:640:0.png,409,"[15.98, 21.88]",广汽丰田,385,中型SUV,纯电动,2023.11,3年或10万公里
上汽大通MAXUS,大通G10,https://p9-dcd.byteimg.com/img/motor-mis-img/0278cd781f8003a738f78e3a89038863~tplv-resize:640:0.png,409,"[11.58, 18.58]",上汽大通,386,中大型MPV,压缩天然气(CNG),2024.01,3年或6万公里
北京,北京BJ60,https://p9-dcd.byteimg.com/img/motor-mis-img/a1d19a6232689b9e0f3e59ac314a91c7~tplv-resize:640:0.png,408,"[20.98, 25.58]",北京汽车,387,中大型SUV,48V轻混系统,2023.09,5年或15万公里
腾势,腾势D9 EV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7751ba552d384a5aa57d20cc58876b29~tplv-resize:640:0.png,401,"[37.98, 46.98]",腾势汽车,388,中大型MPV,纯电动,2024.03,6年或15万公里
奥迪,奥迪Q6,https://p3-dcd.byteimg.com/img/motor-mis-img/f2c6590230ea9e5dafc638dfb7091ab0~tplv-resize:640:0.png,400,"[43.96, 57.56]",上汽奥迪,389,中大型SUV,汽油,2024.01,3年或10万公里
五菱汽车,五菱Air ev晴空,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/8c27ef5a5a234a1d8d74da44fb388893~tplv-resize:640:0.png,397,"[5.58, 6.78]",上汽通用五菱,390,微型车,纯电动,2022.12,3年或10万公里
AITO,问界M5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/4b38b8a6aaa5407a9f6c0bb5bc346058~tplv-resize:640:0.png,395,"[24.98, 33.18]",赛力斯汽车,391,中型SUV,纯电动,2024.04,4年或10万公里
奥迪,奥迪Q5 e-tron,https://p3-dcd.byteimg.com/img/motor-mis-img/6a288e43d3e85af91ecebda0776126cb~tplv-resize:640:0.png,390,"[26.85, 37.75]",上汽奥迪,392,中大型SUV,纯电动,2023.04,3年或10万公里
江淮汽车,江淮X8 PLUS,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/cf84c6dcdafb46cbbde7cd49e3cd70df~tplv-resize:640:0.png,389,"[8.98, 17.98]",江汽集团,393,中型SUV,汽油,2024.03,3年或10万公里
坦克,坦克500,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/5000e8f30e924e12a70153d236ad1d89~tplv-resize:640:0.png,388,"[33.5, 39.5]",长城汽车,394,中大型SUV,48V轻混系统,2023.03,5年或15万公里
合创汽车,合创Z03,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/966f8986005d4b1e9b62bd3bc3231f39~tplv-resize:640:0.png,388,"[13.48, 18.28]",合创汽车,395,紧凑型SUV,纯电动,2022.04,4年或15万公里
凯翼,凯翼昆仑,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a385d82599504854a61d9db1639a5daf~tplv-resize:640:0.png,386,"[9.99, 16.99]",凯翼汽车,396,中型SUV,汽油,2023.03,4年或10万公里
北京汽车,北京X7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/67658ecc813347a7ac755fe72b5123ad~tplv-resize:640:0.png,382,"[8.99, 10.99]",北京汽车,397,紧凑型SUV,汽油,2024.03,5年或10万公里
林肯,飞行家,https://p3-dcd.byteimg.com/img/motor-mis-img/ad53b550ad2645d145836079677486ca~tplv-resize:640:0.png,377,"[49.08, 75.38]",长安林肯,398,中大型SUV,汽油,2023.09,5年或14万公里
蔚来,蔚来ES7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/03f85ad23b75470aa2c6b8fc43fc8c11~tplv-resize:640:0.png,372,"[43.8, 51.8]",蔚来,399,中大型SUV,纯电动,2024.02,3年或12万公里
Polestar极星,Polestar 4,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/986fd027248b4db8929ffb4df7743387~tplv-resize:640:0.png,369,"[33.99, 39.99]",Polestar,400,中型SUV,纯电动,2023.11,3年不限公里
领克,领克09,https://p9-dcd.byteimg.com/img/motor-mis-img/1a06bf130547fd74fa56c6a455d8dd7d~tplv-resize:640:0.png,368,"[22.99, 24.99]",领克,401,中大型SUV,48V轻混系统,2024.04,5年或10万公里
极氪,ZEEKR X,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/33b96f679225419d89ce5e5e2d36ac47~tplv-resize:640:0.png,365,"[18.98, 22.98]",极氪,402,紧凑型SUV,纯电动,2024.01,4年或10万公里
沃尔沃,沃尔沃XC60 RECHARGE,https://p3-dcd.byteimg.com/img/motor-mis-img/fc3ab417cc4308639925ee54f86c7419~tplv-resize:640:0.png,365,"[39.09, 46.39]",沃尔沃亚太,403,中型SUV,插电式混合动力,2023.07,3年不限公里
启辰,启辰D60,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/19edcae930eb41e6995bb85e5ae1dea3~tplv-resize:640:0.png,362,"[8.08, 9.18]",东风日产,404,紧凑型车,汽油,2023.02,3年或10万公里
现代,索纳塔,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9d6d54839e6846ef9a26c1c66cc68d61~tplv-resize:640:0.png,361,"[13.28, 17.98]",北京现代,405,中型车,汽油,2024.03,可选：3年或15万公里/5年或10万公里/7年或7万公里
奔驰,奔驰EQE SUV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ddc1f2b0d2a54bd7beaf63f4c5fd5837~tplv-resize:640:0.png,361,"[35.7, 55.06]",北京奔驰,406,中大型SUV,纯电动,2023.12,3年不限公里
东风风光,风光MINIEV,https://p9-dcd.byteimg.com/img/motor-mis-img/d7c240b7c803e1ce776dddab51d26248~tplv-resize:640:0.png,358,"[3.26, 5.91]",东风小康,407,微型车,纯电动,2022.03,3年或10万公里
斯柯达,柯米克GT,https://p3-dcd.byteimg.com/img/motor-mis-img/b107ac26e249c23a271698a4c770fb62~tplv-resize:640:0.png,357,"[9.39, 9.39]",上汽大众斯柯达,408,小型SUV,汽油,2023.11,3年或10万公里
欧拉,欧拉闪电猫,https://p3-dcd.byteimg.com/img/motor-mis-img/9a42521e00f5301bbf77aaec4f602946~tplv-resize:640:0.png,356,"[15.68, 23.68]",长城汽车,409,中型车,纯电动,2022.1,5年或15万公里
蔚来,蔚来EC7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/885a4f39f1d84a7aadde3c114219c1dd~tplv-resize:640:0.png,349,"[45.8, 54.8]",蔚来,410,中大型SUV,纯电动,2024.02,3年或12万公里
哈弗,哈弗H9,https://p3-dcd.byteimg.com/img/motor-mis-img/f4d73dc8d64af9db71aa8ab11543b329~tplv-resize:640:0.png,340,"[20.98, 27.48]",长城汽车,411,中大型SUV,汽油,2021.09,3年或10万公里
宝马,宝马iX1,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/95a97101ab9a485e88774be29273a9ea~tplv-resize:640:0.png,308,"[21.5, 29.99]",华晨宝马,421,紧凑型SUV,纯电动,2023.08,3年或10万公里
吉利汽车,帝豪L HiP,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/7317c74acb8a4d00aa8ab358efb895fa~tplv-resize:640:0.png,306,"[8.88, 16.88]",吉利汽车,422,紧凑型车,插电式混合动力,2024.02,6年或15万公里
睿蓝汽车,枫叶60s,https://p3-dcd.byteimg.com/img/motor-mis-img/22ab00035ad9fd4ac71b8baf75aa7293~tplv-resize:640:0.png,299,"[9.98, 14.98]",睿蓝汽车,423,紧凑型车,纯电动,2023.03,1年或15万公里
东风风光,风光330,https://p3-dcd.byteimg.com/img/motor-mis-img/6f7c31bce10482b0e6b2db15654441e8~tplv-resize:640:0.png,283,"[4.19, 6.88]",东风小康,424,紧凑型MPV,汽油,2023.1,7年或20万公里
起亚,智跑,https://p3-dcd.byteimg.com/img/motor-mis-img/93ee7cb27ef156bcbacc11dc008960e1~tplv-resize:640:0.png,273,"[10.48, 12.28]",起亚,425,紧凑型SUV,汽油,2021.07,5年或10万公里
江淮汽车,江淮QX PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/5901534bebac4251a0136474f5411173~tplv-resize:640:0.png,273,"[8.99, 19.69]",江汽集团,426,紧凑型SUV,插电式混合动力,2024.03,3年或10万公里
江淮钇为,爱跑,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/99c0e84612604e6bb00ed8b4c57a1ab5~tplv-resize:640:0.png,271,"[15.29, 18.99]",江汽集团,427,紧凑型车,纯电动,2024.03,3年或12万公里
大众,ID.6 CROZZ,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/bfe72d8d82e24fab93410c6b07179b38~tplv-resize:640:0.png,264,"[19.69, 27.49]",一汽-大众,428,中大型SUV,纯电动,2023.09,3年或10万公里
雪佛兰,迈锐宝XL,https://p3-dcd.byteimg.com/img/motor-mis-img/8171a91a9f3017a9001e682797dc5f77~tplv-resize:640:0.png,259,"[12.09, 16.49]",上汽通用雪佛兰,429,中型车,汽油,2023.06,3年或10万公里
雪铁龙,天逸 C5 AIRCROSS,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/c93b0bba962f40328e628f302b03c6d6~tplv-resize:640:0.png,259,"[12.27, 16.47]",东风雪铁龙,430,紧凑型SUV,汽油,2023.08,5年或15万公里
现代,菲斯塔,https://p3-dcd.byteimg.com/img/motor-mis-img/59c714d0afdd6fbe61a5108d3c29327f~tplv-resize:640:0.png,253,"[13.18, 14.78]",北京现代,431,紧凑型车,汽油,2022.11,3年或10万公里
红旗,红旗HQ9,https://p9-dcd.byteimg.com/img/motor-mis-img/b690e5fd5c48d8da3726a893a2d296cf~tplv-resize:640:0.png,251,"[35.88, 53.88]",一汽红旗,432,中大型MPV,48V轻混系统,2024.04,4年或10万公里
荣威,荣威iMAX8 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/9939c7a9f9fe0f62a15eb3c074b52123~tplv-resize:640:0.png,248,"[25.98, 35.98]",上汽集团,433,中大型MPV,纯电动,2022.08,6年或15万公里
斯柯达,柯珞克,https://p3-dcd.byteimg.com/img/motor-mis-img/f2176b645be4a6b2cb11efbd76de5b0f~tplv-resize:640:0.png,242,"[10.99, 11.49]",上汽大众斯柯达,434,紧凑型SUV,汽油,2023.1,3年或10万公里
丰田,亚洲狮,https://p3-dcd.byteimg.com/img/motor-mis-img/425ce00970c41af596f5fb6d21b7fed9~tplv-resize:640:0.png,239,"[11.18, 14.98]",一汽丰田,435,紧凑型车,汽油,2023.05,3年或10万公里
本田,本田LIFE,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/be382f51ae294caca8a0db835819303a~tplv-resize:640:0.png,234,"[7.68, 9.18]",东风本田,436,小型车,汽油,2023.01,3年或10万公里
五菱汽车,五菱星云,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/8e1e7ccb63a5461ca752b715b97dcba2~tplv-resize:640:0.png,233,"[8.98, 10.58]",上汽通用五菱,437,紧凑型SUV,油电混合,2023.09,3年或10万公里
标致,标致4008,https://p3-dcd.byteimg.com/img/motor-mis-img/736419b6347a430fa6ef5941234c9513~tplv-resize:640:0.png,232,"[12.97, 12.97]",东风标致,438,紧凑型SUV,汽油,2023.07,5年或15万公里
东风风度,帕拉丁,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0bcc2774198b49a0888e3193bed0093a~tplv-resize:640:0.png,231,"[16.98, 24.68]",郑州日产,439,中型SUV,汽油,2024.04,3年或10万公里
福特,途睿欧,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/14c65fe6c78648d98181e94d165541f1~tplv-resize:640:0.png,227,"[19.96, 24]",江铃福特,440,中型MPV,汽油,2024.03,3年或6万公里
星途,星途追风,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/04e86b0d24e647f6ae1fae3ef6b32be3~tplv-resize:640:0.png,223,"[10.29, 16.29]",星途,441,紧凑型SUV,汽油,2023.09,3年或10万公里
丰田,奕泽IZOA,https://p3-dcd.byteimg.com/img/motor-mis-img/032f79481ca76533e7a56d98770ad4e3~tplv-resize:640:0.png,222,"[11.98, 15.98]",一汽丰田,442,小型SUV,汽油,2023.05,3年或10万公里
吉利汽车,嘉际,https://p9-dcd.byteimg.com/img/motor-mis-img/12f90200776b44d685dea401a47dc7e6~tplv-resize:640:0.png,219,"[10.98, 12.78]",吉利汽车,443,紧凑型MPV,汽油,2022.09,4年或10万公里
长安,长安UNI-V 智电iDD,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/6a49a90dc0e248269718069c7ba2614b~tplv-resize:640:0.png,215,"[11.49, 13.99]",长安汽车,444,紧凑型车,插电式混合动力,2024.04,3年或12万公里
沃尔沃,沃尔沃S90 RECHARGE,https://p9-dcd.byteimg.com/img/motor-mis-img/30c75f1e8d46ba045e0078395194ddb8~tplv-resize:640:0.png,214,"[37.99, 46.89]",沃尔沃亚太,445,中大型车,插电式混合动力,2023.06,3年不限公里
凯迪拉克,凯迪拉克CT4,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/5312e1be61924f1988aaf45a2d8bfbb0~tplv-resize:640:0.png,209,"[16.97, 20.97]",上汽通用凯迪拉克,446,中型车,汽油,2022.11,3年不限里程
福特,EVOS,https://p9-dcd.byteimg.com/img/motor-mis-img/62f1f5c9892cfbf4cf1c75e071638aa7~tplv-resize:640:0.png,209,"[16.98, 22.98]",长安福特,447,中型SUV,汽油,2021.11,3年或10万公里
哪吒汽车,哪吒GT,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/7f4a9f907b14465e9fdf87ff93430bea~tplv-resize:640:0.png,209,"[18.88, 22.68]",合众汽车,448,跑车,纯电动,2023.04,4年或12万公里
智己汽车,智己L7,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/14e4fda4fe4a4f9493be5a3be9b087f8~tplv-resize:640:0.png,202,"[29.99, 57.88]",智己汽车,451,中大型车,纯电动,2024.02,待公布
东风风行,菱智M5 EV,https://p9-dcd.byteimg.com/img/motor-mis-img/15d17f467e2b685be5487fe2fcad8df9~tplv-resize:640:0.png,199,"[13.99, 19.69]",东风风行,452,中型MPV,纯电动,2023.11,5年或10万公里
