名称,大类,中类,经度,纬度,省份,地级市,区县
闵行滨江生态公园,旅游景点,公园,121.425533,30.998412,上海市,上海市,闵行区
万科青藤公园,商务住宅,其他,121.470254,31.034506,上海市,上海市,闵行区
川源生态公园,旅游景点,公园,121.431612,31.017093000000003,上海市,上海市,闵行区
无限篮球公园,运动健身,篮球,121.417797,31.029703,上海市,上海市,闵行区
颛桥剪纸文化生态公园,旅游景点,公园,121.415565,31.081376,上海市,上海市,闵行区
WHEELSPARK车轮生态公园,汽车相关,汽车配件,121.41615,31.108885,上海市,上海市,闵行区
七莘路绿地口袋公园,旅游景点,公园,121.370905,31.123591,上海市,上海市,闵行区
gt篮球公园,运动健身,篮球,121.33879,31.133175,上海市,上海市,松江区
凹凸滑板生态公园,旅游景点,公园,121.337755,31.152194,上海市,上海市,闵行区
凹凸滑板生态公园,运动健身,其他,121.337793,31.15213,上海市,上海市,闵行区
水清路绿地口袋公园,旅游景点,公园,121.376618,31.123895,上海市,上海市,闵行区
篮球公园,运动健身,篮球,121.379264,31.124773,上海市,上海市,闵行区
黎安公园,旅游景点,公园,121.380114,31.129783,上海市,上海市,闵行区
嘉和生态公园,旅游景点,公园,121.402965,31.125904,上海市,上海市,闵行区
梅陇廉洁文化生态公园,旅游景点,公园,121.409258,31.130704,上海市,上海市,闵行区
古美生态公园,旅游景点,公园,121.392962,31.141843,上海市,上海市,闵行区
古美人口文化生态公园,旅游景点,公园,121.395004,31.151819,上海市,上海市,闵行区
洛克公园,运动健身,篮球,121.395789,31.160551,上海市,上海市,徐汇区
洛克生态公园,运动健身,篮球,121.395696,31.160448,上海市,上海市,徐汇区
漕河泾开发区生态公园,旅游景点,公园,121.400334,31.169311,上海市,上海市,徐汇区
HANSPACE篮球公园,运动健身,篮球,121.406818,31.173526,上海市,上海市,徐汇区
漕河泾生态公园,旅游景点,公园,121.399261,31.171751,上海市,上海市,徐汇区
体汇+名都体育生态公园,旅游景点,公园,121.398914,31.189353,上海市,上海市,闵行区
航华公园,旅游景点,公园,121.347634,31.174253,上海市,上海市,闵行区
闵行文化生态公园,旅游景点,公园,121.360548,31.164713000000003,上海市,上海市,闵行区
五星体育生态公园,旅游景点,公园,121.355758,31.166747,上海市,上海市,闵行区
体汇+闵行文化生态公园,运动健身,足球,121.356614,31.167614,上海市,上海市,闵行区
足球生态公园,旅游景点,其他,121.356548,31.16764,上海市,上海市,闵行区
梅陇好人公园,旅游景点,公园,121.415942,31.13166,上海市,上海市,闵行区
百花街口袋生态公园,旅游景点,公园,121.415153,31.146792,上海市,上海市,徐汇区
康乐汇口袋生态公园,旅游景点,动物园,121.413037,31.151792,上海市,上海市,徐汇区
康健社区体育生态公园,旅游景点,公园,121.417804,31.152611,上海市,上海市,徐汇区
前耀路友城公园,交通设施,公交站,121.472482,31.15595,上海市,上海市,浦东新区
前滩友城生态公园,旅游景点,公园,121.472183,31.15753,上海市,上海市,浦东新区
百帕宠物生态公园,购物消费,其他,121.460019,31.163719,上海市,上海市,徐汇区
长青生态公园,旅游景点,公园,121.488663,31.174029,上海市,上海市,浦东新区
东安公园,旅游景点,公园,121.454345,31.18524,上海市,上海市,徐汇区
青于篮篮球公园,运动健身,篮球,121.456363,31.18603,上海市,上海市,徐汇区
老鹰生态公园,旅游景点,公园,121.430418,31.173708,上海市,上海市,徐汇区
生态公园,休闲娱乐,农家乐,121.428227,31.176196,上海市,上海市,徐汇区
坚果篮球公园,运动健身,篮球,121.445679,31.178764,上海市,上海市,徐汇区
光启生态公园,旅游景点,公园,121.434601,31.189599,上海市,上海市,徐汇区
HANSPACE篮球公园,运动健身,篮球,121.435601,31.189146,上海市,上海市,徐汇区
天山公园,旅游景点,公园,121.41584,31.210123,上海市,上海市,长宁区
九子生态公园,旅游景点,公园,121.464084,31.240517,上海市,上海市,黄浦区
交通生态公园,旅游景点,公园,121.467445,31.247499,上海市,上海市,静安区
中兴生态公园,旅游景点,公园,121.469938,31.254734000000003,上海市,上海市,静安区
普陀生态公园,旅游景点,公园,121.427636,31.244723,上海市,上海市,普陀区
苏州河梦清园环保主题公园,旅游景点,公园,121.440444,31.25065,上海市,上海市,普陀区
沪太公园,旅游景点,公园,121.439378,31.26811,上海市,上海市,普陀区
中新泾生态公园,旅游景点,景点,121.36597,31.202702,上海市,上海市,长宁区
许浦生态公园,旅游景点,公园,121.338991,31.228503,上海市,上海市,闵行区
虹桥河滨生态公园,旅游景点,公园,121.400656,31.219548,上海市,上海市,长宁区
长风公园,旅游景点,公园,121.400833,31.224593,上海市,上海市,普陀区
洛克公园,运动健身,篮球,121.377075,31.219899,上海市,上海市,长宁区
真光公园,旅游景点,公园,121.385028,31.25407,上海市,上海市,普陀区
真如公园,旅游景点,公园,121.399315,31.253049,上海市,上海市,普陀区
百瑞宠物生态公园,购物消费,其他,121.410693,31.26743,上海市,上海市,普陀区
海波生态公园,旅游景点,公园,121.341922,31.265881,上海市,上海市,嘉定区
嘉洲生态公园,旅游景点,公园,121.341704,31.270406,上海市,上海市,嘉定区
赵巷体育生态公园,旅游景点,公园,121.227612,31.124451,上海市,上海市,青浦区
龙腾乐翔篮球公园,运动健身,篮球,121.191773,31.194156,上海市,上海市,青浦区
九亭口袋生态公园,旅游景点,水族馆,121.321836,31.125491,上海市,上海市,松江区
梦谷体育生态公园,旅游景点,公园,121.266469,31.198214,上海市,上海市,青浦区
华漕公园,旅游景点,公园,121.333119,31.219769,上海市,上海市,闵行区
魔幻体育生态公园,旅游景点,水族馆,121.331135,31.228406000000003,上海市,上海市,闵行区
道格体育生态公园,运动健身,足球,121.331021,31.228506,上海市,上海市,闵行区
金鹤公园,旅游景点,公园,121.313563,31.241832,上海市,上海市,嘉定区
纪王公园,旅游景点,公园,121.268868,31.238149,上海市,上海市,闵行区
重固镇农民生态公园,旅游景点,公园,121.183961,31.202022,上海市,上海市,青浦区
梅香生态公园,旅游景点,公园,121.09412,31.159709,上海市,上海市,青浦区
景瑞城中生态公园,商务住宅,住宅区,121.113982,31.157115,上海市,上海市,青浦区
口袋生态公园,旅游景点,公园,121.105299,31.152979,上海市,上海市,青浦区
长岛生态公园,旅游景点,公园,121.1027,31.164381,上海市,上海市,青浦区
安亭新镇奥林Peak体育公园,旅游景点,公园,121.165639,31.271944,上海市,上海市,嘉定区
洪庙小生态公园,旅游景点,公园,121.687189,30.928187,上海市,上海市,奉贤区
清溪法治生态公园,旅游景点,公园,121.579913,30.927109,上海市,上海市,奉贤区
青村书法生态公园,旅游景点,公园,121.575235,30.924246,上海市,上海市,奉贤区
南汇新城城市生态公园,旅游景点,公园,121.92151,30.890332,上海市,上海市,浦东新区
二环城市生态公园,生活服务,其他,121.923384,30.888306,上海市,上海市,浦东新区
二环城市生态公园,旅游景点,其他,121.919293,30.890397,上海市,上海市,浦东新区
二环城市生态公园,旅游景点,其他,121.919799,30.888910000000003,上海市,上海市,浦东新区
二环城市生态公园,购物消费,其他,121.920009,30.887623,上海市,上海市,浦东新区
南汇新城镇健康主题生态公园,旅游景点,公园,121.911155,30.893989,上海市,上海市,浦东新区
临港滨河文化公园,旅游景点,公园,121.813009,30.903679,上海市,上海市,浦东新区
舒馨生态公园,旅游景点,公园,121.869084,30.977424,上海市,上海市,浦东新区
开新文体生态公园,旅游景点,公园,121.646066,31.017605,上海市,上海市,浦东新区
民法典主题生态公园,旅游景点,公园,121.496348,31.078898,上海市,上海市,闵行区
川沙绿地生态公园,旅游景点,公园,121.682995,31.187569,上海市,上海市,浦东新区
合庆生态公园,旅游景点,公园,121.723341,31.235755,上海市,上海市,浦东新区
一心村健身生态公园,旅游景点,公园,121.682437,31.243225,上海市,上海市,浦东新区
龚华街心生态公园,旅游景点,公园,121.684856,31.263011,上海市,上海市,浦东新区
北蔡消防主题生态公园,旅游景点,公园,121.550864,31.167784,上海市,上海市,浦东新区
由由生态公园,旅游景点,公园,121.532762,31.189736,上海市,上海市,浦东新区
百帕宠物生态公园,购物消费,其他,121.493506,31.179501,上海市,上海市,浦东新区
中体世博体育生态公园,运动健身,其他,121.498379,31.185306,上海市,上海市,浦东新区
王侯将相篮球公园,运动健身,篮球,121.576964,31.149661,上海市,上海市,浦东新区
广兰生态公园,旅游景点,公园,121.619748,31.208651,上海市,上海市,浦东新区
金桥5G产业生态公园,商务住宅,产业园,121.626108,31.256993,上海市,上海市,浦东新区
金桥公园,旅游景点,公园,121.593118,31.257015,上海市,上海市,浦东新区
维也纳金山生态公园,旅游景点,公园,121.592007,31.255371,上海市,上海市,浦东新区
金杨科普生态公园,旅游景点,公园,121.574211,31.255432,上海市,上海市,浦东新区
李秋平篮球公园,运动健身,篮球,121.578918,31.260802,上海市,上海市,浦东新区
蓬莱公园,交通设施,公交站,121.49289,31.206344,上海市,上海市,黄浦区
蓬莱生态公园,旅游景点,公园,121.491482,31.206082,上海市,上海市,黄浦区
英米篮球公园,运动健身,篮球,121.515112,31.220039,上海市,上海市,浦东新区
飞梦足球生态公园,运动健身,其他,121.514537,31.220876,上海市,上海市,浦东新区
乐琦足球公园,运动健身,其他,121.558182,31.202955,上海市,上海市,浦东新区
李秋平篮球公园,运动健身,篮球,121.558423,31.232518,上海市,上海市,浦东新区
浦东体育生态公园,旅游景点,公园,121.536369,31.231355,上海市,上海市,浦东新区
泾南生态公园,旅游景点,公园,121.553487,31.235625,上海市,上海市,浦东新区
平凉公园,旅游景点,公园,121.542546,31.266702,上海市,上海市,杨浦区
黄兴公园,旅游景点,公园,121.529974,31.293254,上海市,上海市,杨浦区
黄兴公园,交通设施,公交站,121.528969,31.295875,上海市,上海市,杨浦区
黄兴全民体育生态公园,旅游景点,公园,121.527895,31.296914,上海市,上海市,杨浦区
仲益黄兴体育生态公园,运动健身,网球,121.527889,31.296893,上海市,上海市,杨浦区
黄兴体育运动生态公园,运动健身,其他,121.524805,31.29726,上海市,上海市,杨浦区
杨浦公园,旅游景点,公园,121.536215,31.280349,上海市,上海市,杨浦区
崇明生态公园,休闲娱乐,农家乐,121.533587,31.328586,上海市,上海市,杨浦区
万佳鲜生态公园,休闲娱乐,农家乐,121.49129,31.346387,上海市,上海市,宝山区
金桥市民体育休闲生态公园,旅游景点,公园,121.604954,31.278582,上海市,上海市,浦东新区
开兴体育生态公园,旅游景点,公园,121.603167,31.286454,上海市,上海市,浦东新区
高行绿地生态公园,旅游景点,公园,121.614975,31.287141,上海市,上海市,浦东新区
洛克生态公园,运动健身,篮球,121.610616,31.291418,上海市,上海市,浦东新区
吴淞生态公园,旅游景点,公园,121.500226,31.376961,上海市,上海市,宝山区
泰力宝体育生态公园,旅游景点,公园,121.500328,31.380564,上海市,上海市,宝山区
宝山滨江生态公园,旅游景点,公园,121.496506,31.410776,上海市,上海市,宝山区
上海淞沪抗战纪念生态公园,旅游景点,红色旅游,121.492778,31.408685,上海市,上海市,宝山区
安亭·中央生态公园,商务住宅,住宅区,121.155377,31.292359,上海市,上海市,嘉定区
嘉傲篮球公园,运动健身,篮球,121.239073,31.343872,上海市,上海市,嘉定区
百亩生态公园,旅游景点,公园,121.321119,31.299941,上海市,上海市,嘉定区
紫藤生态公园,旅游景点,植物园,121.258554,31.379404,上海市,上海市,嘉定区
南水关生态公园,旅游景点,公园,121.255685,31.376493,上海市,上海市,嘉定区
新成生态公园,旅游景点,公园,121.268778,31.387564,上海市,上海市,嘉定区
嘉宁生态公园,旅游景点,公园,121.254827,31.398854,上海市,上海市,嘉定区
南苑生态公园,旅游景点,公园,121.251841,31.370585,上海市,上海市,嘉定区
奥兴足球生态公园,运动健身,足球,121.411944,31.297235,上海市,上海市,宝山区
祁连公园,旅游景点,公园,121.378212,31.327417,上海市,上海市,宝山区
上海李秋平篮球公园,运动健身,篮球,121.445304,31.287301,上海市,上海市,静安区
彭浦公园,旅游景点,公园,121.447438,31.304637,上海市,上海市,静安区
东茭泾生态公园,旅游景点,公园,121.436069,31.309404,上海市,上海市,静安区
广粤运动公园,旅游景点,其他,121.464122,31.281222000000003,上海市,上海市,虹口区
阳泉生态公园,旅游景点,公园,121.464748,31.326728,上海市,上海市,宝山区
智力生态公园,旅游景点,公园,121.43375,31.340373,上海市,上海市,宝山区
柒点生态公园,休闲娱乐,农家乐,121.433548,31.338763,上海市,上海市,宝山区
大黄生态公园,休闲娱乐,农家乐,121.421091,31.357119,上海市,上海市,宝山区
盘古生态公园,旅游景点,公园,121.452326,31.398255,上海市,上海市,宝山区
罗泾生态公园,旅游景点,公园,121.327701,31.482142,上海市,上海市,宝山区
罗泾生态公园,旅游景点,其他,121.328888,31.480514,上海市,上海市,宝山区
罗泾公园,生活服务,公厕,121.329208,31.481491,上海市,上海市,宝山区
罗泾镇健康主题生态公园,旅游景点,公园,121.328336,31.482276,上海市,上海市,宝山区
华阳绿地生态公园,旅游景点,公园,121.265679,31.002922,上海市,上海市,松江区
生态公园,休闲娱乐,其他,121.393026,31.06467,上海市,上海市,闵行区
虹桥镇法治生态公园,旅游景点,公园,121.386624,31.175367,上海市,上海市,闵行区
虹溪公园,旅游景点,公园,121.386153,31.17516,上海市,上海市,闵行区
李秋平篮球公园,运动健身,篮球,121.382676,31.179435,上海市,上海市,闵行区
BAB球与球运动生态公园,运动健身,其他,121.399389,31.197329,上海市,上海市,长宁区
梦生态公园,旅游景点,公园,121.418013,31.18262,上海市,上海市,徐汇区
西康公园,旅游景点,公园,121.449862,31.230118,上海市,上海市,静安区
李秋平篮球公园,运动健身,篮球,121.419497,31.219616,上海市,上海市,长宁区
民防苑街角生态公园,旅游景点,公园,121.464908,31.214654,上海市,上海市,黄浦区
襄阳公园,交通设施,公交站,121.455039,31.215028,上海市,上海市,徐汇区
昆山公园,旅游景点,公园,121.48665,31.249013,上海市,上海市,虹口区
四川北路公园,旅游景点,公园,121.48482,31.254921000000003,上海市,上海市,虹口区
IPark爱车公园,汽车相关,其他,121.486072,31.255646,上海市,上海市,虹口区
长寿健康主题公园,旅游景点,公园,121.439462,31.243444,上海市,上海市,普陀区
建民绿地公园,旅游景点,公园,121.437924,31.255838,上海市,上海市,普陀区
踢球者生态公园,运动健身,足球,121.370848,31.208519,上海市,上海市,长宁区
仙霞生态公园,旅游景点,公园,121.390867,31.204409,上海市,上海市,长宁区
水霞生态公园,旅游景点,公园,121.390311,31.206878,上海市,上海市,长宁区
长风公园,交通设施,地铁,121.396306,31.225243,上海市,上海市,普陀区
百禧生态公园,旅游景点,公园,121.411801,31.238047,上海市,上海市,普陀区
曹杨公园,旅游景点,公园,121.408885,31.240046,上海市,上海市,普陀区
兰溪青年公园,旅游景点,公园,121.404832,31.240842,上海市,上海市,普陀区
建德花园小生态公园,旅游景点,公园,121.358161,31.236491,上海市,上海市,普陀区
法治主题公园,旅游景点,公园,121.312267,31.209848,上海市,上海市,闵行区
音乐生态公园,旅游景点,公园,121.112971,31.147326,上海市,上海市,青浦区
川沙古城墙生态公园,旅游景点,公园,121.70689,31.194697,上海市,上海市,浦东新区
北城绿地生态公园,旅游景点,公园,121.701361,31.19814,上海市,上海市,浦东新区
上海世博马术生态公园,科教文化,会展展览,121.494703,31.180365,上海市,上海市,浦东新区
上海外滩幻影生态公园,科教文化,会展展览,121.498535,31.227507000000003,上海市,上海市,黄浦区
一起玩篮球公园,运动健身,篮球,121.536842,31.22946,上海市,上海市,浦东新区
Edy滑板生态公园,旅游景点,水族馆,121.492491,31.286298,上海市,上海市,虹口区
五月花公园,旅游景点,公园,121.257983,31.406027,上海市,上海市,嘉定区
诚盛篮球公园,运动健身,篮球,121.368088,31.345128,上海市,上海市,宝山区
洛克生态公园,运动健身,其他,121.425482,31.287691,上海市,上海市,静安区
慧动体育生态公园,运动健身,综合体育馆,121.444292,31.279873,上海市,上海市,静安区
李秋平篮球公园,运动健身,篮球,121.444302,31.285168,上海市,上海市,静安区
三泉公园,旅游景点,公园,121.447018,31.315474,上海市,上海市,静安区
万佳鲜生态公园,休闲娱乐,农家乐,121.477241,31.406332,上海市,上海市,宝山区
美乐尔主题生态公园,旅游景点,公园,121.431045,30.989214,上海市,上海市,奉贤区
洛克公园,运动健身,综合体育馆,121.340566,31.164507,上海市,上海市,闵行区
食艺生态公园,旅游景点,公园,121.371207,31.173157,上海市,上海市,闵行区
超盛商场室内篮球公园,运动健身,篮球,121.395183,31.222461,上海市,上海市,普陀区
SkyPark高登生态公园,运动健身,其他,121.395331,31.223267,上海市,上海市,普陀区
popark艺术生态公园,旅游景点,水族馆,121.527057,31.227809,上海市,上海市,浦东新区
洛克公园,运动健身,综合体育馆,121.377854,31.108003,上海市,上海市,闵行区
中联村·党群主题公园,旅游景点,公园,121.139715,30.814822,上海市,上海市,金山区
江畔生态公园,旅游景点,公园,121.456964,31.43346,上海市,上海市,宝山区
勇敢生态公园,旅游景点,公园,121.195732,30.796784,上海市,上海市,金山区
上海萤火虫主题生态公园,旅游景点,公园,121.255326,31.069934,上海市,上海市,松江区
战歌篮球公园,运动健身,篮球,121.353801,31.019099,上海市,上海市,闵行区
梅陇生态生态公园,旅游景点,公园,121.403483,31.115916,上海市,上海市,闵行区
洛克公园,运动健身,篮球,121.517994,31.307124,上海市,上海市,杨浦区
杨园公园,交通设施,公交站,121.634493,31.315375000000003,上海市,上海市,浦东新区
四季有美景口袋生态公园,旅游景点,公园,121.48591,31.275249,上海市,上海市,虹口区
MAMBA Staples Center篮球公园,运动健身,其他,121.458787,31.327165,上海市,上海市,宝山区
沪松公路鼓浪路街心生态公园,旅游景点,公园,121.284247,31.117025,上海市,上海市,松江区
新华路口袋生态公园,旅游景点,公园,121.425799,31.203235,上海市,上海市,长宁区
种德路桥生态公园,旅游景点,公园,121.420427,31.209662,上海市,上海市,长宁区
李秋平篮球公园,运动健身,篮球,121.419849,31.256291,上海市,上海市,普陀区
天原生态公园-长宁老年生态公园,旅游景点,公园,121.391449,31.213029,上海市,上海市,长宁区
mcdonalds中山公园,餐饮美食,小吃快餐,121.417898,31.218185,上海市,上海市,长宁区
呈康青少年篮球公园,运动健身,篮球,121.538812,31.230156,上海市,上海市,浦东新区
哈士鳍路亚生态公园,旅游景点,公园,121.442934,30.882065,上海市,上海市,奉贤区
圣泉葡萄生态公园,休闲娱乐,农家乐,121.237756,30.853874,上海市,上海市,金山区
金水湖健康主题生态公园,旅游景点,公园,121.309949,30.831375,上海市,上海市,金山区
户外写生合庆郊野生态公园,旅游景点,公园,121.717671,31.260464,上海市,上海市,浦东新区
渔港生态公园,旅游景点,公园,121.787973,31.351142,上海市,上海市,崇明区
嘉北郊野公园彭门湿地公园,旅游景点,景点,121.212104,31.360492,上海市,上海市,嘉定区
中山街道五龙湖廉政主题公园,旅游景点,公园,121.25474,31.053571,上海市,上海市,松江区
九亭镇九亭生态公园,旅游景点,其他,121.32723,31.108817,上海市,上海市,松江区
杉林湿地公园,旅游景点,公园,121.323824,31.106433,上海市,上海市,松江区
畲北水杉森林湿地公园,旅游景点,景点,121.215441,31.114711,上海市,上海市,松江区
上海佘山国家森林湿地公园,旅游景点,景点,121.19653,31.094394,上海市,上海市,松江区
易盒生态公园,旅游景点,公园,121.29875,31.244313,上海市,上海市,嘉定区
贤浦生态公园,旅游景点,公园,121.509114,30.957356,上海市,上海市,奉贤区
南行港生态公园,旅游景点,公园,121.501896,30.967457,上海市,上海市,奉贤区
沿北生态公园,旅游景点,公园,121.588722,31.142959,上海市,上海市,浦东新区
浦发生态公园,旅游景点,公园,121.540836,31.148634,上海市,上海市,浦东新区
培花生态公园,旅游景点,公园,121.554537,31.193449,上海市,上海市,浦东新区
上南生态公园,旅游景点,公园,121.498576,31.167123,上海市,上海市,浦东新区
临沂生态公园,旅游景点,公园,121.506816,31.188109,上海市,上海市,浦东新区
新时代篮球公园,运动健身,篮球,121.505679,31.187579,上海市,上海市,浦东新区
张衡生态公园,旅游景点,公园,121.629704,31.193663,上海市,上海市,浦东新区
张江镇孝亲敬老主题生态公园,旅游景点,公园,121.629467,31.194267,上海市,上海市,浦东新区
浦东哈雷898足球生态公园,旅游景点,水族馆,121.602839,31.196633,上海市,上海市,浦东新区
亮景生态公园,旅游景点,公园,121.608098,31.20381,上海市,上海市,浦东新区
悦动生态公园,旅游景点,公园,121.607364,31.237364,上海市,上海市,浦东新区
神农氏生态办生态公园,商务住宅,产业园,121.60351,31.240581,上海市,上海市,浦东新区
南浦广场生态公园,旅游景点,公园,121.515414,31.20303,上海市,上海市,浦东新区
青于篮青少年篮球公园,运动健身,篮球,121.559035,31.205236,上海市,上海市,浦东新区
花木生态公园,旅游景点,公园,121.553945,31.203873,上海市,上海市,浦东新区
CJ篮球公园,运动健身,篮球,121.553144,31.205844,上海市,上海市,浦东新区
洛克公园,运动健身,其他,121.554115,31.231066,上海市,上海市,浦东新区
G地生态公园,旅游景点,水族馆,121.534831,31.232292,上海市,上海市,浦东新区
泾东生态公园,旅游景点,公园,121.556208,31.247151,上海市,上海市,浦东新区
帆港生态公园,旅游景点,公园,121.553663,31.253375,上海市,上海市,浦东新区
东方明珠生态公园,旅游景点,公园,121.50015,31.241128,上海市,上海市,浦东新区
链轮体育生态公园,旅游景点,公园,121.513964,31.241359,上海市,上海市,浦东新区
惠民公园,旅游景点,公园,121.522536,31.258327,上海市,上海市,杨浦区
洛克生态公园,运动健身,篮球,121.548904,31.277712,上海市,上海市,杨浦区
崇明生态公园,公司企业,其他,121.52452,31.322638,上海市,上海市,杨浦区
绿波苑健康主题生态公园,旅游景点,公园,121.582021,31.286176,上海市,上海市,浦东新区
绿波苑体育生态公园,旅游景点,公园,121.582997,31.286147,上海市,上海市,浦东新区
飞梦体育生态公园,运动健身,其他,121.599627,31.289839,上海市,上海市,浦东新区
高东生态公园,旅游景点,公园,121.625105,31.32743,上海市,上海市,浦东新区
港城生态公园,旅游景点,公园,121.580439,31.356378,上海市,上海市,浦东新区
蹦床生态公园,旅游景点,水族馆,121.497712,31.349446,上海市,上海市,宝山区
万佳鲜生态公园,餐饮美食,中国菜,121.497225,31.389127,上海市,上海市,宝山区
塘后路炮台湾湿地公园,交通设施,公交站,121.506257,31.392934,上海市,上海市,宝山区
北郊生态公园,旅游景点,公园,121.175039,31.352313,上海市,上海市,嘉定区
南翔镇银翔湖生态公园,旅游景点,公园,121.327147,31.282214,上海市,上海市,嘉定区
槎浦生态公园,旅游景点,公园,121.330564,31.288011,上海市,上海市,普陀区
华润中央生态公园,商务住宅,其他,121.316303,31.313378,上海市,上海市,嘉定区
马陆公园,旅游景点,公园,121.278595,31.326382,上海市,上海市,嘉定区
高昌路居民健身生态公园,旅游景点,公园,121.241894,31.373547,上海市,上海市,嘉定区
儿童生态公园,旅游景点,公园,121.241311,31.383112,上海市,上海市,嘉定区
德必AI社区运动生态公园,休闲娱乐,游乐场,121.238604,31.382566,上海市,上海市,嘉定区
环城河市民休闲生态公园-紫云廊生态公园,旅游景点,公园,121.249473,31.393838,上海市,上海市,嘉定区
陈家山公园,旅游景点,公园,121.245047,31.398929000000003,上海市,上海市,嘉定区
大华行知公园,旅游景点,公园,121.410179,31.277796,上海市,上海市,宝山区
大华行知公园,交通设施,公交站,121.411308,31.278779,上海市,上海市,宝山区
大宁郁金香公园,旅游景点,公园,121.443076,31.275775,上海市,上海市,静安区
Skatelab滑板生态公园,运动健身,其他,121.446824,31.287798,上海市,上海市,静安区
大宁四方生态公园,旅游景点,公园,121.455465,31.28725,上海市,上海市,静安区
凉城公园,旅游景点,公园,121.471891,31.29798,上海市,上海市,虹口区
洛克生态公园,运动健身,篮球,121.466218,31.319362,上海市,上海市,静安区
蹦床主题生态公园,旅游景点,水族馆,121.466214,31.320335,上海市,上海市,宝山区
Double Jump亲子蹦床生态公园,休闲娱乐,游乐场,121.466174,31.320262,上海市,上海市,宝山区
后工业生态景观生态公园,旅游景点,公园,121.476392,31.345861,上海市,上海市,宝山区
上海钢雕生态公园,旅游景点,公园,121.480058,31.34623,上海市,上海市,宝山区
大黄足球生态公园,运动健身,足球,121.432353,31.357789,上海市,上海市,宝山区
大黄村生态公园,休闲娱乐,农家乐,121.433197,31.359191000000003,上海市,上海市,宝山区
青于篮篮球公园,运动健身,篮球,121.433946,31.365391,上海市,上海市,宝山区
我玩网球篮球公园,运动健身,篮球,121.43341,31.373703000000003,上海市,上海市,宝山区
友谊生态公园,旅游景点,公园,121.47968,31.400139,上海市,上海市,宝山区
菊盛公园,旅游景点,公园,121.370452,31.353250000000003,上海市,上海市,宝山区
五龙湖生态公园,旅游景点,公园,121.24891,31.054499,上海市,上海市,松江区
法制宣传主题生态公园,旅游景点,公园,121.371413,31.108472,上海市,上海市,闵行区
徐家汇体育公园,运动健身,其他,121.439621,31.18149,上海市,上海市,徐汇区
Adidas足球公园,运动健身,足球,121.440791,31.183275,上海市,上海市,徐汇区
徐家汇公园,旅游景点,公园,121.442536,31.197352,上海市,上海市,徐汇区
坚果篮球公园,运动健身,篮球,121.423463,31.193512,上海市,上海市,徐汇区
健身生态公园,运动健身,其他,121.423728,31.210987,上海市,上海市,长宁区
哥伦比亚生态公园,商务住宅,其他,121.426987,31.209813,上海市,上海市,长宁区
北京西路与常德路口生态公园,旅游景点,公园,121.446804,31.22755,上海市,上海市,静安区
