名称,大类,中类,经度,纬度,省份,地级市,区县
中山公园,旅游景点,公园,121.419079,31.221601,上海市,上海市,长宁区
复兴生态公园,旅游景点,公园,121.469097,31.216964,上海市,上海市,黄浦区
丽园生态公园,旅游景点,公园,121.478809,31.207352,上海市,上海市,黄浦区
延中广场生态公园,旅游景点,公园,121.47505,31.225593,上海市,上海市,黄浦区
广场生态公园,旅游景点,公园,121.471756,31.224505,上海市,上海市,黄浦区
广场生态公园,旅游景点,公园,121.477831,31.227003,上海市,上海市,黄浦区
襄阳公园,旅游景点,公园,121.456727,31.216955,上海市,上海市,徐汇区
静安雕塑公园,旅游景点,公园,121.463903,31.234805,上海市,上海市,静安区
广莲申·点心生态公园,餐饮美食,蛋糕甜品店,121.459,31.228312000000003,上海市,上海市,静安区
双拥生态公园,旅游景点,公园,121.469149,31.239947,上海市,上海市,静安区
华润苏河湾中央公园,旅游景点,公园,121.478461,31.2414,上海市,上海市,静安区
洛克公园,运动健身,其他,121.479607,31.271695,上海市,上海市,虹口区
闸北公园,交通设施,公交站,121.458406,31.266649,上海市,上海市,静安区
甘泉公园,旅游景点,公园,121.428182,31.267241,上海市,上海市,普陀区
百帕宠物公园,购物消费,其他,121.359499,31.21777,上海市,上海市,长宁区
新泾公园,旅游景点,公园,121.362106,31.21711,上海市,上海市,长宁区
天原生态公园,旅游景点,公园,121.390869,31.212926,上海市,上海市,长宁区
祥和公园,旅游景点,公园,121.379711,31.242202,上海市,上海市,普陀区
秋雨路口袋公园,旅游景点,公园,121.81557,30.909292,上海市,上海市,浦东新区
紫薇生态公园,旅游景点,公园,121.614964,31.200353,上海市,上海市,浦东新区
塘桥生态公园,旅游景点,公园,121.528214,31.217019,上海市,上海市,浦东新区
活力102体育休闲生态公园,旅游景点,公园,121.520766,31.234894,上海市,上海市,浦东新区
上海一圈青年主题公园,旅游景点,公园,121.505968,31.237878,上海市,上海市,浦东新区
柳园生态公园,旅游景点,公园,121.508341,31.235924,上海市,上海市,浦东新区
机器人生态公园,旅游景点,水族馆,121.517782,31.276935,上海市,上海市,杨浦区
松鹤公园,旅游景点,公园,121.514213,31.280247,上海市,上海市,杨浦区
唐家塔口袋生态公园,旅游景点,公园,121.530503,31.278544,上海市,上海市,杨浦区
延春公园,旅游景点,公园,121.535814,31.288259,上海市,上海市,杨浦区
南汇果蔬生态公园,休闲娱乐,农家乐,121.533203,31.318359,上海市,上海市,杨浦区
工农公园,旅游景点,公园,121.537753,31.325708,上海市,上海市,杨浦区
高桥生态公园,旅游景点,公园,121.572802,31.345533,上海市,上海市,浦东新区
洛克公园,购物消费,其他,121.276613,31.320263,上海市,上海市,嘉定区
袋鼠王蹦床生态公园,休闲娱乐,游乐场,121.254698,31.330575000000003,上海市,上海市,嘉定区
精武生态公园,旅游景点,公园,121.486338,31.287192,上海市,上海市,虹口区
中山公园,交通设施,地铁,121.41576,31.217995,上海市,上海市,长宁区
中山公园,旅游景点,其他,121.416007,31.217773,上海市,上海市,长宁区
洛克公园,运动健身,其他,121.382376,31.244713,上海市,上海市,普陀区
青于篮篮球公园,科教文化,培训单位,121.382398,31.244681,上海市,上海市,普陀区
洛克公园,运动健身,其他,121.621783,31.25477,上海市,上海市,浦东新区
子傲篮球公园,运动健身,篮球,121.415553,31.026969,上海市,上海市,闵行区
THE PARK卡丁生态公园,旅游景点,水族馆,121.372503,31.174018,上海市,上海市,闵行区
龙之梦购物公园,生活服务,公厕,121.416777,31.219387,上海市,上海市,长宁区
爱琴海购物生态公园,购物消费,百货商场,121.373329,31.174817,上海市,上海市,闵行区
崇明生态公园,休闲娱乐,农家乐,121.390581,31.107158,上海市,上海市,闵行区
健康主题生态公园,旅游景点,公园,121.721113,31.070118,上海市,上海市,浦东新区
昆西社区生态公园,旅游景点,公园,121.134425,31.032662,上海市,上海市,松江区
上海长兴岛宠四季Pro宠物主题生态公园,休闲娱乐,其他,121.716265,31.396798,上海市,上海市,崇明区
绥德生态公园,旅游景点,公园,121.356903,31.269378,上海市,上海市,嘉定区
尚茂海棠园生态公园,旅游景点,公园,121.24589,31.178696,上海市,上海市,青浦区
泗沙林地生态公园,旅游景点,公园,121.255206,31.195793,上海市,上海市,青浦区
河泾生态公园,旅游景点,公园,121.187628,31.198946000000003,上海市,上海市,青浦区
碧云绿地·涟动生态公园,旅游景点,公园,121.616132,31.231884,上海市,上海市,浦东新区
姚明篮球公园,运动健身,篮球,121.403125,31.187189,上海市,上海市,闵行区
小昆山健康生态公园,旅游景点,公园,121.138469,31.035763000000003,上海市,上海市,松江区
青浦生态公园,购物消费,家电数码,121.117159,31.148868,上海市,上海市,青浦区
泥城鹤羽生态公园,旅游景点,公园,121.8156,30.909277000000003,上海市,上海市,浦东新区
亚马逊生态公园,休闲娱乐,其他,121.386613,31.107211,上海市,上海市,闵行区
紫金生态公园,旅游景点,公园,121.154822,30.885764,上海市,上海市,金山区
王贰狗的露营生态公园,运动健身,其他,121.089795,30.929011,上海市,上海市,松江区
一谔生态公园,旅游景点,公园,121.313346,30.752152,上海市,上海市,金山区
藕遇生态公园,旅游景点,公园,121.395336,30.826121,上海市,上海市,金山区
新场北岛生态公园,旅游景点,公园,121.669384,31.033731000000003,上海市,上海市,浦东新区
亭西村樱花主题生态公园,旅游景点,公园,121.301149,30.888437,上海市,上海市,金山区
洛克公园,购物消费,其他,121.488123,31.151608,上海市,上海市,浦东新区
九千泾生态公园,旅游景点,公园,121.20354,31.131801,上海市,上海市,松江区
坚强郊野森林湿地公园,旅游景点,公园,121.24579,31.187774,上海市,上海市,青浦区
恐龙梦生态公园,休闲娱乐,游乐场,121.564139,30.855754,上海市,上海市,奉贤区
上海东方金融小镇生态公园,休闲娱乐,其他,121.576784,30.892422,上海市,上海市,奉贤区
御叶路滨河口袋生态公园,旅游景点,公园,121.579946,31.156621,上海市,上海市,浦东新区
月牙生态公园,旅游景点,公园,121.009019,30.882997,上海市,上海市,金山区
大正体育生态公园,旅游景点,景点,121.418652,31.025752,上海市,上海市,闵行区
征梦者足球公园,运动健身,足球,121.416563,31.070164,上海市,上海市,闵行区
华泾生态公园,旅游景点,公园,121.452452,31.1215,上海市,上海市,徐汇区
锦梅生态公园,旅游景点,公园,121.421198,31.112116,上海市,上海市,闵行区
半马苏河生态公园,旅游景点,公园,121.395259,31.219706,上海市,上海市,普陀区
云岭生态公园,旅游景点,公园,121.378165,31.223313,上海市,上海市,普陀区
洛克生态公园,运动健身,其他,121.398785,31.272484,上海市,上海市,普陀区
OPARK体育公园,运动健身,其他,121.307008,31.248772,上海市,上海市,嘉定区
云飞数智生态公园,公司企业,公司,121.320278,31.254746,上海市,上海市,嘉定区
二环城市生态公园,旅游景点,其他,121.92074,30.887769,上海市,上海市,浦东新区
南汇新城城市生态公园,旅游景点,公园,121.924517,30.888896,上海市,上海市,浦东新区
二环城市生态公园,旅游景点,其他,121.92478,30.886619,上海市,上海市,浦东新区
二环城市生态公园,旅游景点,其他,121.920985,30.89101,上海市,上海市,浦东新区
二环城市生态公园,旅游景点,其他,121.921712,30.889748,上海市,上海市,浦东新区
临港生态公园,旅游景点,公园,121.915336,30.892747,上海市,上海市,浦东新区
泥城体育生态公园,旅游景点,公园,121.809665,30.904496,上海市,上海市,浦东新区
鹤坡园-健康生态公园,旅游景点,公园,121.641963,31.014417,上海市,上海市,浦东新区
胜道酷野国际卡丁车公园,运动健身,其他,121.491225,31.138803,上海市,上海市,浦东新区
宝联生态公园,旅游景点,公园,121.529738,31.271104,上海市,上海市,杨浦区
小林house足球生态公园,运动健身,足球,121.496234,31.353056,上海市,上海市,宝山区
杭桂绿地生态公园,旅游景点,公园,121.205677,31.273575,上海市,上海市,嘉定区
上海桃浦体育生态公园,运动健身,其他,121.349897,31.289769,上海市,上海市,普陀区
启动林生态公园,旅游景点,公园,121.357083,31.284119,上海市,上海市,普陀区
李子园生态公园,旅游景点,公园,121.383461,31.275582,上海市,上海市,普陀区
大柳树足球生态公园,旅游景点,公园,121.384012,31.277046,上海市,上海市,普陀区
网球纪网球生态公园,运动健身,网球,121.376544,31.328569,上海市,上海市,宝山区
10号足球公园,运动健身,足球,121.3738,31.327853,上海市,上海市,宝山区
五指青少年篮球公园,运动健身,篮球,121.375252,31.326061,上海市,上海市,宝山区
EACSY SKATEPARK滑板生态公园,运动健身,其他,121.360754,31.340024,上海市,上海市,宝山区
胡庄生态公园,旅游景点,公园,121.419179,31.352835,上海市,上海市,宝山区
梅陇南方生态公园,旅游景点,公园,121.397698,31.129224,上海市,上海市,闵行区
上海黄道婆纪念生态公园,旅游景点,公园,121.448724,31.124532,上海市,上海市,徐汇区
上海黄道婆纪念生态公园,旅游景点,景点,121.448789,31.124589,上海市,上海市,徐汇区
口袋生态公园,旅游景点,公园,121.441529,31.174629000000003,上海市,上海市,徐汇区
有氧生态公园,旅游景点,公园,121.44079,31.183237,上海市,上海市,徐汇区
菲林生态公园,生活服务,摄影打印,121.458993,31.210571,上海市,上海市,徐汇区
学习强国主题生态公园,旅游景点,公园,121.358849,31.252046,上海市,上海市,嘉定区
古城生态公园,旅游景点,公园,121.707393,31.195197,上海市,上海市,浦东新区
飞梦体育公园,运动健身,足球,121.53012,31.219417,上海市,上海市,浦东新区
迷乐生态公园,旅游景点,公园,121.529772,31.233964,上海市,上海市,浦东新区
外高桥自贸广场生态公园,旅游景点,广场,121.589605,31.348131,上海市,上海市,浦东新区
泗塘生态公园,旅游景点,其他,121.450347,31.338047,上海市,上海市,宝山区
北外滩航海生态公园,旅游景点,公园,121.497631,31.24774,上海市,上海市,虹口区
上海东方金融小镇生态公园,旅游景点,其他,121.576729,30.892392,上海市,上海市,奉贤区
光明生态公园,旅游景点,公园,121.523578,30.914688,上海市,上海市,奉贤区
上海之鱼-年丰生态公园,旅游景点,公园,121.494832,30.932543,上海市,上海市,奉贤区
邮佳生态公园,休闲娱乐,农家乐,121.695448,31.086466,上海市,上海市,浦东新区
唐镇老克勒足球生态公园,运动健身,足球,121.656139,31.196941,上海市,上海市,浦东新区
艾己耕生态公园,休闲娱乐,农家乐,121.73982,31.208544,上海市,上海市,浦东新区
上海金鹤利都市生态公园,休闲娱乐,农家乐,121.146147,31.27402,上海市,上海市,青浦区
春光生态公园,旅游景点,公园,121.357387,31.27488,上海市,上海市,普陀区
一森露营生态公园,旅游景点,其他,121.466782,31.343253,上海市,上海市,宝山区
奉浦四季生态公园,旅游景点,公园,121.469571,30.935608,上海市,上海市,奉贤区
奉浦四季生态公园,旅游景点,景点,121.469606,30.935559,上海市,上海市,奉贤区
819CLUB篮球公园,运动健身,其他,121.393266,31.080648,上海市,上海市,闵行区
上海鹏佰网球文化生态公园,公司企业,公司,121.385843,31.087977,上海市,上海市,闵行区
洛克公园,运动健身,其他,121.419308,31.253257,上海市,上海市,普陀区
梦清园人工湿地公园,旅游景点,公园,121.439845,31.249988,上海市,上海市,普陀区
洛克公园,运动健身,其他,121.273213,31.19147,上海市,上海市,青浦区
木兰生态公园,旅游景点,公园,121.53616,31.166227,上海市,上海市,浦东新区
飞梦体育公园,运动健身,其他,121.509863,31.204196000000003,上海市,上海市,浦东新区
华宜生态公园,旅游景点,公园,121.605272,31.284748,上海市,上海市,浦东新区
盘陀子生态公园,旅游景点,公园,121.248071,31.393704,上海市,上海市,嘉定区
静安青年体育生态公园,旅游景点,公园,121.434489,31.293444,上海市,上海市,静安区
牛尾巴足球公园,运动健身,足球,121.424733,31.302714,上海市,上海市,宝山区
洛克公园,运动健身,其他,121.472768,31.30798,上海市,上海市,虹口区
kc篮羽生态公园,运动健身,篮球,121.466773,31.322801,上海市,上海市,宝山区
煜冠Max体育生态公园,科教文化,培训单位,121.472035,31.395965,上海市,上海市,宝山区
洛克公园,购物消费,其他,121.473695,31.401057,上海市,上海市,宝山区
洛克公园,运动健身,其他,121.473688,31.401103,上海市,上海市,宝山区
foo'mart 東西公园,购物消费,其他,121.437154,31.190382,上海市,上海市,徐汇区
广场公园,交通设施,停车场,121.478303,31.226566,上海市,上海市,黄浦区
洛克生态公园,运动健身,篮球,121.428686,31.268265,上海市,上海市,普陀区
云朵生态公园,旅游景点,公园,121.493735,31.186564,上海市,上海市,浦东新区
古城公园,交通设施,公交站,121.493308,31.229373,上海市,上海市,黄浦区
ARCFOX极狐中心·上海浦东世纪生态公园,汽车相关,汽车销售,121.543589,31.20555,上海市,上海市,浦东新区
ARCFOX极狐中心·上海浦东世纪生态公园,汽车相关,汽车维修,121.543649,31.205528,上海市,上海市,浦东新区
KC篮羽公园,运动健身,其他,121.496592,31.264654,上海市,上海市,虹口区
洛克公园,购物消费,其他,121.492544,31.339275,上海市,上海市,宝山区
绿地生态公园,旅游景点,公园,121.370849,31.346613,上海市,上海市,宝山区
新境地生态公园,旅游景点,公园,121.475743,31.322094,上海市,上海市,宝山区
韶山路沪联路口袋生态公园,旅游景点,公园,121.365827,31.360331,上海市,上海市,宝山区
聚众滑雪X茸城青训滑雪公园,科教文化,培训单位,121.24038,31.056456,上海市,上海市,松江区
中影1929电影公园,休闲娱乐,电影院,121.364285,31.130842,上海市,上海市,闵行区
天钥桥路口袋生态公园,旅游景点,公园,121.441517,31.192432,上海市,上海市,徐汇区
静安生态公园,旅游景点,公园,121.446851,31.222032,上海市,上海市,静安区
曹家渡绿岛口袋生态公园,旅游景点,公园,121.427984,31.228828,上海市,上海市,静安区
马赫运动生态公园,运动健身,综合体育馆,121.412351,31.271544,上海市,上海市,宝山区
洛克公园,运动健身,综合体育馆,121.655926,31.213201,上海市,上海市,浦东新区
HuiPARK汇生态公园,运动健身,其他,121.527229,31.227377,上海市,上海市,浦东新区
NLC PARK新能源汽车生态公园,汽车相关,汽车销售,121.446013,31.337127,上海市,上海市,宝山区
史博特·运动生态公园,旅游景点,公园,121.519837,31.208092,上海市,上海市,浦东新区
史博特·运动生态公园,运动健身,其他,121.519805,31.208075,上海市,上海市,浦东新区
小象动悟公园,运动健身,其他,121.426877,31.280146,上海市,上海市,静安区
小小试驾生态公园,旅游景点,水族馆,121.373179,31.17495,上海市,上海市,闵行区
高东生态公园-高东体育主题公园,旅游景点,公园,121.637273,31.305145,上海市,上海市,浦东新区
绿洲生态公园,旅游景点,公园,121.597718,31.326761,上海市,上海市,浦东新区
庙港文化生态公园,旅游景点,公园,121.668796,31.273834,上海市,上海市,浦东新区
凤凰生态公园,旅游景点,公园,121.695707,31.389407,上海市,上海市,崇明区
博爱生态公园,旅游景点,公园,121.693921,31.393045,上海市,上海市,崇明区
连飞生态公园,旅游景点,其他,121.322269,31.323754,上海市,上海市,嘉定区
双拥主题生态公园,旅游景点,公园,121.275254,31.383528,上海市,上海市,嘉定区
复华生态公园,旅游景点,公园,121.274618,31.382756,上海市,上海市,嘉定区
满贯体育足球生态公园,运动健身,其他,121.248876,31.350281,上海市,上海市,嘉定区
南城墙生态公园,旅游景点,公园,121.254089,31.375717,上海市,上海市,嘉定区
平安主题生态公园,旅游景点,公园,121.248069,31.393629,上海市,上海市,嘉定区
桃浦公园,旅游景点,公园,121.392086,31.280684,上海市,上海市,普陀区
大华朗香公园,商务住宅,其他,121.407666,31.321916,上海市,上海市,宝山区
顾村公园,旅游景点,景点,121.368167,31.339278,上海市,上海市,宝山区
永和公园,旅游景点,公园,121.432471,31.290351,上海市,上海市,静安区
静安中环生态公园,旅游景点,公园,121.450035,31.292872,上海市,上海市,静安区
曲阳公园,旅游景点,公园,121.485571,31.286935,上海市,上海市,虹口区
江湾公园,旅游景点,公园,121.481916,31.305827,上海市,上海市,虹口区
彩虹湾公园,旅游景点,其他,121.477184,31.314253,上海市,上海市,虹口区
淞南公园,旅游景点,公园,121.486558,31.340959,上海市,上海市,宝山区
彭浦四季公园,旅游景点,公园,121.43575,31.314111,上海市,上海市,静安区
桥空间体育生态公园,旅游景点,公园,121.436189,31.343917,上海市,上海市,宝山区
TOGETHER FUN体育生态公园,旅游景点,公园,121.435041,31.345283,上海市,上海市,宝山区
FUNTOGETHER体育生态公园,旅游景点,公园,121.43646,31.344093,上海市,上海市,宝山区
上海科普生态公园,旅游景点,公园,121.434301,31.345847,上海市,上海市,宝山区
共和生态公园,旅游景点,公园,121.430569,31.332292,上海市,上海市,宝山区
BBC体育生态公园,运动健身,其他,121.440381,31.355628,上海市,上海市,宝山区
月浦镇庆安四村口袋生态公园,旅游景点,水族馆,121.43105,31.403659,上海市,上海市,宝山区
月浦生态公园,旅游景点,公园,121.428753,31.416515,上海市,上海市,宝山区
万佳鲜生态公园,休闲娱乐,农家乐,121.429597,31.418149,上海市,上海市,宝山区
顾村公园,交通设施,公交站,121.383518,31.349097,上海市,上海市,宝山区
顾村公园,交通设施,公交站,121.383448,31.349125,上海市,上海市,宝山区
滨水社区公园,旅游景点,公园,121.402063,31.360354,上海市,上海市,宝山区
罗溪生态公园,旅游景点,公园,121.351288,31.417989,上海市,上海市,宝山区
金山公园,旅游景点,公园,121.162424,30.892008,上海市,上海市,金山区
反弹蹦床公园,运动健身,其他,121.397674,31.131116,上海市,上海市,闵行区
月亮湾水上运动生态公园,运动健身,水上运动,121.476935,31.155935000000003,上海市,上海市,浦东新区
漕溪公园,旅游景点,公园,121.436072,31.171947,上海市,上海市,徐汇区
虹桥社区体育生态公园,旅游景点,公园,121.418047,31.200332000000003,上海市,上海市,长宁区
虹桥儿童友好生态公园,旅游景点,公园,121.418135,31.200398,上海市,上海市,长宁区
口袋生态公园,旅游景点,公园,121.430616,31.213227,上海市,上海市,长宁区
绍兴生态公园,旅游景点,公园,121.463441,31.209407,上海市,上海市,黄浦区
309口袋生态公园,旅游景点,水族馆,121.458439,31.209207000000003,上海市,上海市,徐汇区
淮海生态公园,旅游景点,公园,121.477528,31.223081,上海市,上海市,黄浦区
人民生态公园,旅游景点,公园,121.473158,31.232137,上海市,上海市,黄浦区
延中生态公园,旅游景点,公园,121.467055,31.222453,上海市,上海市,黄浦区
洛克公园,运动健身,篮球,121.420946,31.236105,上海市,上海市,普陀区
宜川公园,旅游景点,公园,121.440866,31.260303,上海市,上海市,普陀区
哈密生态公园,旅游景点,公园,121.373992,31.213532,上海市,上海市,长宁区
长风公园,交通设施,公交站,121.400522,31.232085,上海市,上海市,普陀区
梅川生态公园,旅游景点,公园,121.392875,31.245251,上海市,上海市,普陀区
蔓趣生态公园,旅游景点,公园,121.500423,31.174312,上海市,上海市,浦东新区
崇明生态公园,生活服务,其他,121.584349,31.246522,上海市,上海市,浦东新区
古城生态公园,旅游景点,公园,121.493839,31.228434,上海市,上海市,黄浦区
古城公园,交通设施,公交站,121.494621,31.229702,上海市,上海市,黄浦区
内江公园,旅游景点,公园,121.544977,31.286854,上海市,上海市,杨浦区
民星公园,旅游景点,公园,121.535074,31.314047,上海市,上海市,杨浦区
李秋平篮球公园,运动健身,篮球,121.610352,31.292084,上海市,上海市,浦东新区
杨园体育生态公园,旅游景点,公园,121.634209,31.314862,上海市,上海市,浦东新区
小飞人篮球公园,运动健身,篮球,121.491913,31.393622,上海市,上海市,宝山区
汇龙潭公园,旅游景点,公园,121.253928,31.381076,上海市,上海市,嘉定区
华灵生态公园,旅游景点,公园,121.422742,31.278174,上海市,上海市,宝山区
岭南公园,旅游景点,公园,121.456439,31.314664,上海市,上海市,静安区
泗塘生态公园,旅游景点,公园,121.450238,31.338139,上海市,上海市,宝山区
黑白篮球公园,运动健身,篮球,121.360059,31.36061,上海市,上海市,宝山区
青于篮篮球公园,运动健身,其他,121.455818,31.183418,上海市,上海市,徐汇区
中山公园,交通设施,公交站,121.419064,31.218749,上海市,上海市,长宁区
中山公园,交通设施,公交站,121.419063,31.218761,上海市,上海市,长宁区
太平桥生态公园,旅游景点,公园,121.476884,31.219688,上海市,上海市,黄浦区
虹桥生态公园,旅游景点,公园,121.40553,31.206117000000003,上海市,上海市,长宁区
嘭嘭体育生态公园,旅游景点,其他,121.350846,31.155103,上海市,上海市,闵行区
滨江生态公园,旅游景点,公园,121.496526,31.236253,上海市,上海市,浦东新区
东平国家森林湿地公园,旅游景点,景点,121.480845,31.683712,上海市,上海市,崇明区
奉鹰体育生态公园,运动健身,综合体育馆,121.446256,30.920264,上海市,上海市,奉贤区
运石河生态公园,旅游景点,公园,121.501574,30.841498,上海市,上海市,奉贤区
上海安吉纳足球生态公园,运动健身,足球,121.468669,31.342559,上海市,上海市,宝山区
美兰湖中央公园,旅游景点,公园,121.349845,31.394575,上海市,上海市,宝山区
万科青藤公园,商务住宅,其他,121.470186,31.034452,上海市,上海市,闵行区
洛克公园,运动健身,其他,121.627679,31.214615,上海市,上海市,浦东新区
由度空间移动互联网数据生态公园,商务住宅,产业园,121.615713,31.250554,上海市,上海市,浦东新区
金桥镇樱花生态公园,旅游景点,公园,121.616623,31.268031,上海市,上海市,浦东新区
飞梦足球生态公园,运动健身,其他,121.514538,31.2209,上海市,上海市,浦东新区
CBD中央生态公园,旅游景点,公园,121.431908,31.157335,上海市,上海市,徐汇区
不夜城生态公园,旅游景点,公园,121.461065,31.244618,上海市,上海市,静安区
帐篷搭建点郊野生态公园,旅游景点,公园,121.253269,30.960999,上海市,上海市,松江区
上海西郊淀山湖湿地公园,旅游景点,公园,121.0075,31.070935,上海市,上海市,青浦区
淀山湖生态公园,运动健身,其他,121.010233,31.133051,上海市,上海市,青浦区
上海都市菜园-营地生态公园,旅游景点,公园,121.59006,30.863818,上海市,上海市,奉贤区
上海嘻哈路亚生态公园,休闲娱乐,农家乐,121.616905,30.944116,上海市,上海市,奉贤区
合欢生态公园,旅游景点,公园,121.416469,31.67663,上海市,上海市,崇明区
金山卫文化生态公园,旅游景点,公园,121.32708,30.734973,上海市,上海市,金山区
勇者体育生态公园,运动健身,其他,121.434723,30.918058,上海市,上海市,奉贤区
待问生态公园,旅游景点,公园,121.425101,30.98401,上海市,上海市,奉贤区
Best U光合滑板生态公园,运动健身,其他,121.428641,31.061344,上海市,上海市,闵行区
骑艺摩托生态公园,休闲娱乐,其他,121.465896,31.049875,上海市,上海市,闵行区
百蒂凯现代农业生态公园,休闲娱乐,农家乐,121.232362,31.265664,上海市,上海市,嘉定区
百蒂凯现代农业生态公园,商务住宅,产业园,121.23235,31.265682,上海市,上海市,嘉定区
上海安亭农业生态公园,公司企业,农林牧渔,121.232353,31.266731,上海市,上海市,嘉定区
哇咔星球青浦南门体育生态公园,运动健身,其他,121.10577,31.131347,上海市,上海市,青浦区
青青夏阳禾生态公园,公司企业,公司,121.133211,31.132844,上海市,上海市,青浦区
丰泰体育生态公园,旅游景点,公园,121.538911,31.085901,上海市,上海市,闵行区
AITO授权用户中心·上海世纪生态公园,汽车相关,其他,121.571613,31.226097,上海市,上海市,浦东新区
AITO授权用户中心·上海世纪生态公园,汽车相关,汽车销售,121.571628,31.226115,上海市,上海市,浦东新区
唐丰生态公园,旅游景点,公园,121.646649,31.2026,上海市,上海市,浦东新区
唐镇生态公园,旅游景点,公园,121.646546,31.199174,上海市,上海市,浦东新区
碧云绿地•云天湖生态公园,旅游景点,公园,121.637601,31.231154,上海市,上海市,浦东新区
碧云绿地盈动生态公园,旅游景点,公园,121.622551,31.232001,上海市,上海市,浦东新区
大桥生态公园,旅游景点,公园,121.541736,31.256723,上海市,上海市,杨浦区
远香湖党建主题生态公园,旅游景点,公园,121.265321,31.349132,上海市,上海市,嘉定区
生态生态公园-马陆葡萄主题生态公园,旅游景点,公园,121.303813,31.378733,上海市,上海市,嘉定区
诺贝尔科技生态公园,旅游景点,公园,121.358728,31.401592,上海市,上海市,宝山区
中央公园,生活服务,公厕,121.228214,31.034635,上海市,上海市,松江区
川上美集滨江文创生态公园,旅游景点,公园,121.422782,30.996768,上海市,上海市,闵行区
克莱攀岩生态公园,运动健身,其他,121.411578,31.132043,上海市,上海市,闵行区
力波生态公园,旅游景点,公园,121.41567,31.133226,上海市,上海市,闵行区
乐动力西岸风之谷体育生态公园,运动健身,其他,121.458373,31.131943,上海市,上海市,徐汇区
徐汇滨江风之谷体育生态公园,旅游景点,公园,121.457982,31.132574,上海市,上海市,徐汇区
国展体育生态公园,运动健身,羽毛球,121.485813,31.180622,上海市,上海市,浦东新区
世博公园,生活服务,公厕,121.48329,31.186629,上海市,上海市,浦东新区
江桥镇丽江生态公园,旅游景点,公园,121.335039,31.268255,上海市,上海市,嘉定区
小海狮篮球公园,运动健身,篮球,121.230782,31.247001,上海市,上海市,青浦区
云朵生态公园,旅游景点,公园,121.120903,31.141799,上海市,上海市,青浦区
如心生态公园,旅游景点,公园,121.103938,31.143305,上海市,上海市,青浦区
晨兴生态公园,旅游景点,公园,121.103191,31.14294,上海市,上海市,青浦区
宜嘉园·浦江沪谚文化生态公园,旅游景点,公园,121.53521,31.050957,上海市,上海市,闵行区
张江本草生态公园,休闲娱乐,农家乐,121.631201,31.17058,上海市,上海市,浦东新区
罗泾生态公园,旅游景点,公园,121.328898,31.48063,上海市,上海市,宝山区
育音堂音乐生态公园,旅游景点,水族馆,121.422205,31.219085,上海市,上海市,长宁区
育音堂音乐生态公园,休闲娱乐,其他,121.422265,31.21912,上海市,上海市,长宁区
梦核生态公园,旅游景点,公园,121.424027,31.228266,上海市,上海市,长宁区
AIRPARK爱野屋顶运动生态公园,购物消费,其他,121.481432,31.208035,上海市,上海市,黄浦区
1929电影公园,休闲娱乐,电影院,121.094701,31.143901,上海市,上海市,青浦区
